Site_ID,Latitude_Degrees,Longitude_Degrees,Ocean_Name,Ecoregion_Name,Country_Name,State_Island_Province_Name,City_Town_Name,Site_Name,Distance_to_Shore,Exposure,Turbidity,Cyclone_Frequency,Date_Day,Date_Month,Date_Year,Depth_m,Percent_Bleaching,ClimSST,Temperature_Mean,Windspeed,SSTA,SSTA_Maximum,SSTA_Frequency,SSTA_DHW,TSA,TSA_Mean,TSA_Frequency,TSA_DHW,TSA_DHWMean,Date,Site_Comments,Sample_Comments,Bleaching_Comments
5407,1.358,173.146,Pacific,Gilbert Islands west Kiribati,Kiribati,Gilbert Islands,Tarawa,Bikenibeu,276.78,Exposed,0.0408,51.96,15,11,2004,nd,75,301.92,301.86,2,1.02,3.92,15,7.33,0.9,-0.54,7,7.23,1.29,15-11-2004,Inferred from Pocillipora in Donner et al. 2010,Inferred from Pocillipora in Donner et al. 2010,Bleaching percent averaged from code: Severe (>50% Bleached)
5408,1.333,173.022,Pacific,Gilbert Islands west Kiribati,Kiribati,Gilbert Islands,Tarawa,Teaoraereke,265.01,Exposed,0.0429,51.93,15,11,2004,nd,75,301.94,301.9,2,1.64,3.61,13,6.16,1.5,-0.56,5,4.94,1.25,15-11-2004,Inferred from Pocillipora in Donner et al. 2010,Inferred from Pocillipora in Donner et al. 2010,Bleaching percent averaged from code: Severe (>50% Bleached)
5409,1.633,172.967,Pacific,Gilbert Islands west Kiribati,Kiribati,Gilbert Islands,Tarawa,Naa,348.23,Exposed,0.0435,52.04,15,11,2004,nd,75,301.9,301.89,2,1.52,3.02,17,9.67,1.36,-0.52,9,9.21,1.27,15-11-2004,Inferred from Pocillipora in Donner et al. 2010,Inferred from Pocillipora in Donner et al. 2010,Bleaching percent averaged from code: Severe (>50% Bleached)
5410,1.714,172.987,Pacific,Gilbert Islands west Kiribati,Kiribati,Gilbert Islands,Abaiang Island,Tebontike,355.84,Exposed,0.0779,52.06,15,11,2004,nd,75,301.95,301.94,2,1.25,3.43,18,11.96,1.06,-0.55,12,11.54,1.19,15-11-2004,Inferred from Pocillipora in Donner et al. 2010,Inferred from Pocillipora in Donner et al. 2010,Bleaching percent averaged from code: Severe (>50% Bleached)
5411,1.858,172.88,Pacific,Gilbert Islands west Kiribati,Kiribati,Gilbert Islands,Abaiang Island,Confusion Reef,169.85,Exposed,0.1381,52.12,15,11,2004,nd,75,301.96,301.98,2,1.64,3.16,21,11.35,1.45,-0.58,11,10.75,1.1,15-11-2004,Inferred from Pocillipora in Donner et al. 2010,Inferred from Pocillipora in Donner et al. 2010,Bleaching percent averaged from code: Severe (>50% Bleached)
5412,1.882,172.818,Pacific,Gilbert Islands west Kiribati,Kiribati,Gilbert Islands,Abaiang Island,Western Reef,227.27,Exposed,0.0594,52.12,15,11,2004,nd,75,302.02,302.01,2,1.69,3.41,21,13.86,1.52,-0.63,13,13.03,1.24,15-11-2004,Inferred from Pocillipora in Donner et al. 2010,Inferred from Pocillipora in Donner et al. 2010,Bleaching percent averaged from code: Severe (>50% Bleached)
5413,1.326,172.976,Pacific,Gilbert Islands west Kiribati,Kiribati,Gilbert Islands,Tarawa,Bairiki,135.7,Exposed,0.0436,51.93,15,11,2004,nd,75,301.98,301.93,2,1.25,3.89,16,6.95,1.14,-0.51,8,5.76,1.41,15-11-2004,Inferred from Pocillipora in Donner et al. 2010,Inferred from Pocillipora in Donner et al. 2010,Bleaching percent averaged from code: Severe (>50% Bleached)
5448,29.0722,48.4933,Arabian Gulf,Persian Gulf,Kuwait,Al Ahmadi Governorate,Kubbar Island,nd,268.47,Sheltered,0.1515,47.02,15,9,2000,nd,75,302.2,297.6,2,-0.72,4.04,10,9,-1.62,-7.72,5,8.49,0.76,15-09-2000,80% bleaching,80% bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
5464,-23.3833,43.7167,Indian,South Madagascar,Madagascar,Toliara Province,Toliara,nd,6739.31,Sheltered,0.2153,37.41,15,2,2001,nd,75,262.15,299.24,2,0.91,3.96,14,3.02,0.87,-2.9,3.33,0.5,0.75,15-02-2001,extensive,extensive,Bleaching percent averaged from code: Severe (>50% Bleached)
5474,-15.8833,50.3,Indian,North Madagascar,Madagascar,Antsiranana Province,Ambodilaitry Masoala Marine Reserve,Ankarandava BDV (Z.P.),990.48,Sheltered,0.0715,37.58,15,4,2005,nd,75,299.91,299.69,3,0.37,3.5,2,2.65,-0.49,-2.38,2,2.55,0.54,15-04-2005,% bleached = Bleaching Index,% bleached = Bleaching Index,Bleaching percent averaged from code: Severe (>50% Bleached)
5475,-15.7327,49.9567,Indian,North Madagascar,Madagascar,Toamasina Province,Tampolo,Maroantoko (Z.U.C.),153.79,Sheltered,0.2162,45.65,15,4,2005,nd,75,262.15,299.94,2,-0.16,3.06,2.75,3.12,-1.44,-2.72,1.75,2.07,0.53,15-04-2005,% bleached = Bleaching Index,% bleached = Bleaching Index,Bleaching percent averaged from code: Severe (>50% Bleached)
5476,-15.7117,49.9592,Indian,North Madagascar,Madagascar,Toamasina Province,Tampolo,Ambodiforaha (Z.P.),3305.38,Sheltered,0.1966,45.65,15,4,2005,nd,75,262.15,299.94,2,-0.16,3.06,2.75,3.12,-1.44,-2.72,1.75,2.07,0.53,15-04-2005,% bleached = Bleaching Index,% bleached = Bleaching Index,Bleaching percent averaged from code: Severe (>50% Bleached)
5477,-16.0117,50.1637,Indian,North Madagascar,Madagascar,Antsiranana Province,Ambodilaitry Masoala Marine Reserve,Ankoalambanona 2 (N.D.),1420.24,Exposed,0.081,45.72,15,4,2005,nd,75,299.8,299.7,3,-0.03,4.63,3,3.89,-1.06,-2.45,2,2.42,0.51,15-04-2005,% bleached = Bleaching Index,% bleached = Bleaching Index,Bleaching percent averaged from code: Severe (>50% Bleached)
5478,-16.003,50.1997,Indian,North Madagascar,Madagascar,Antsiranana Province,Ambodilaitry Masoala Marine Reserve,Passe d'Ambatomikaopaka (Z.U.C.),1443.28,Exposed,0.078,46.01,15,4,2005,nd,75,299.8,299.7,3,-0.03,4.63,3,3.89,-1.06,-2.45,2,2.42,0.51,15-04-2005,% bleached = Bleaching Index,% bleached = Bleaching Index,Bleaching percent averaged from code: Severe (>50% Bleached)
5481,-15.9925,50.2199,Indian,North Madagascar,Madagascar,Antsiranana Province,Ambodilaitry Masoala Marine Reserve,Masoala-Aquarium-George's,436.98,Sheltered,0.0676,41.9,15,5,1998,nd,75,298.77,299.7,6,1.12,4.29,1,0,-1.14,-2.47,0,0,0.44,15-05-1998,% bleached = Bleaching Index,% bleached = Bleaching Index,Bleaching percent averaged from code: Severe (>50% Bleached)
5517,4.27,113.81,Pacific,Sunda Shelf south-east Asia,Malaysia,Sarawak,Miri,nd,11448.75,Exposed,0.1771,52.98,15,1,2010,8,75,300.75,302.56,3,0.15,3.06,15,0,-3.11,-1.42,2,0,0.3,15-01-2010,100% of recorded recently killed coral on substrate is result of bleaching; bleaching mostly encrusting coral,100% of recorded recently killed coral on substrate is result of bleaching; bleaching mostly encrusting coral,Bleaching percent averaged from code: Severe (>50% Bleached)
5517,4.27,113.81,Pacific,Sunda Shelf south-east Asia,Malaysia,Sarawak,Miri,nd,11448.75,Exposed,0.1771,52.98,15,6,2010,9,75,303.6,302.56,2,-0.6,3.06,10,5.01,-0.59,-1.42,0,0,0.3,15-06-2010,100% of recorded recently killed coral on substrate is result of bleaching; bleaching mostly encrusting coral,100% of recorded recently killed coral on substrate is result of bleaching; bleaching mostly encrusting coral,Bleaching percent averaged from code: Severe (>50% Bleached)
5517,4.27,113.81,Pacific,Sunda Shelf south-east Asia,Malaysia,Sarawak,Miri,nd,11448.75,Exposed,0.1771,52.98,15,7,2010,8,75,303.25,302.56,2,-0.13,3.06,10,0,-0.48,-1.42,0,0,0.3,15-07-2010,100% of recorded recently killed coral on substrate is result of bleaching; bleaching mostly encrusting coral,100% of recorded recently killed coral on substrate is result of bleaching; bleaching mostly encrusting coral,Bleaching percent averaged from code: Severe (>50% Bleached)
5776,4.29,113.83,Pacific,Sunda Shelf south-east Asia,Malaysia,Sarawak,Miri,nd,11047.76,Exposed,0.1771,52.98,15,8,2009,11,75,303.21,302.63,2,1.07,3.34,16,3.28,0.42,-1.39,2,3.22,0.36,15-08-2009,Probably bleached in the 2009 bleaching episode; All recently killed coral  was 'organ pipe coral',Probably bleached in the 2009 bleaching episode; All recently killed coral  was 'organ pipe coral',Bleaching percent averaged from code: Severe (>50% Bleached)
5793,6.05,100.04,Pacific,Andaman Sea,Malaysia,Kedah,Pulau Payar,nd,824.12,Sheltered,0.1509,48.64,15,6,1998,nd,75,303.72,303.08,2,0.86,3.21,12,8.74,0.64,-1.21,4,7.13,0.62,15-06-1998,Acropora spp; massive corals especially patches of Porites,Acropora spp; massive corals especially patches of Porites,Bleaching percent averaged from code: Severe (>50% Bleached)
5793,6.05,100.04,Pacific,Andaman Sea,Malaysia,Kedah,Pulau Payar,nd,824.12,Sheltered,0.1509,48.64,15,9,1998,nd,75,303.14,303.08,2,0.53,3.21,13,3.75,-0.53,-1.21,5,1.43,0.62,15-09-1998,Acropora spp; massive corals especially patches of Porites,Acropora spp; massive corals especially patches of Porites,Bleaching percent averaged from code: Severe (>50% Bleached)
5793,6.05,100.04,Pacific,Andaman Sea,Malaysia,Kedah,Pulau Payar,nd,824.12,Sheltered,0.1509,48.64,15,12,1998,nd,75,301.73,303.08,2,0.68,3.21,9,0,-1.61,-1.21,5,0,0.62,15-12-1998,Acropora spp; massive corals especially patches of Porites,Acropora spp; massive corals especially patches of Porites,Bleaching percent averaged from code: Severe (>50% Bleached)
5809,4.27,113.82,Pacific,Sunda Shelf south-east Asia,Malaysia,Sarawak,Miri,nd,10706.71,Exposed,0.1771,52.98,15,8,2009,3,75,303.2,302.56,2,0.98,3.06,13,3.51,0.29,-1.42,2,3.47,0.3,15-08-2009,100% of recorded recently killed coral on substrate is result of bleaching; bleaching mostly of encrusting corals; Sea cucumber (not indicator); Drupella snail; Bleaching mostly of encrusting coral,100% of recorded recently killed coral on substrate is result of bleaching; bleaching mostly of encrusting corals; Sea cucumber (not indicator); Drupella snail; Bleaching mostly of encrusting coral,Bleaching percent averaged from code: Severe (>50% Bleached)
5809,4.27,113.82,Pacific,Sunda Shelf south-east Asia,Malaysia,Sarawak,Miri,nd,10706.71,Exposed,0.1771,52.98,15,8,2009,11,75,303.2,302.56,2,0.98,3.06,13,3.51,0.29,-1.42,2,3.47,0.3,15-08-2009,100% of recorded recently killed coral on substrate is result of bleaching; bleaching mostly of encrusting corals; Sea cucumber (not indicator); Drupella snail; Bleaching mostly of encrusting coral,100% of recorded recently killed coral on substrate is result of bleaching; bleaching mostly of encrusting corals; Sea cucumber (not indicator); Drupella snail; Bleaching mostly of encrusting coral,Bleaching percent averaged from code: Severe (>50% Bleached)
5811,4.4029,113.7453,Pacific,Sunda Shelf south-east Asia,Malaysia,Sarawak,Miri,nd,24405.77,Exposed,0.1226,52.92,15,9,2009,22,75,302.99,302.53,1,0.98,3.82,4,2.34,0.1,-1.45,1,0,0.39,15-09-2009,Percentage of live coral cover in the area is 41%. Hard corals are bleached; predominantly plate and encrusting coral on this reef.   Bleaching starts in July 2009.  Large increase in the amount of sea grapes (caulerpa racemosa) and  Dictyota nutrien,Percentage of live coral cover in the area is 41%. Hard corals are bleached; predominantly plate and encrusting coral on this reef.   Bleaching starts in July 2009.  Large increase in the amount of sea grapes (caulerpa racemosa) and  Dictyota nutrien,Bleaching percent averaged from code: Severe (>50% Bleached)
5812,4.4037,113.742,Pacific,Sunda Shelf south-east Asia,Malaysia,Sarawak,Miri,nd,25017.09,Exposed,0.1226,52.92,15,9,2009,21,75,302.99,302.53,1,0.98,3.82,4,2.34,0.1,-1.45,1,0,0.39,15-09-2009,Pecentage of live coral cover in the area 41%. Hard corals are bleached; predominantly plate and encrusting coral this reef but also Faviidae and Acroporidae branching corals. Large increase in the amount Dictyota nutrient indicator algae on the coral,Pecentage of live coral cover in the area 41%. Hard corals are bleached; predominantly plate and encrusting coral this reef but also Faviidae and Acroporidae branching corals. Large increase in the amount Dictyota nutrient indicator algae on the coral,Bleaching percent averaged from code: Severe (>50% Bleached)
6193,4.4867,73.4717,Indian,Maldive Islands,Maldives,Male Atoll,Kaafu Atoll,nd,11330.79,Sheltered,0.0666,42.37,15,4,1998,nd,75,302.66,301.83,3,1.77,2.27,8,3.22,1.78,-0.95,2,1.63,0.32,15-04-1998,By late May; recovery began for Porites and colour was near normal by September.,By late May; recovery began for Porites and colour was near normal by September.,Bleaching percent averaged from code: Severe (>50% Bleached)
6200,3,73.5,Indian,Maldive Islands,Maldives,Meemu Atoll,Mulah,nd,10487.83,Sheltered,0.0575,42.44,15,5,1998,6.5,75,302.29,302.02,5,0.9,3.01,7,7.64,0.7,-0.81,4,5.8,0.4,15-05-1998,extensive bleaching,extensive bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
6201,3.25,73,Indian,Maldive Islands,Maldives,Faafu Atoll,Feeali,nd,2358.78,Sheltered,0.0824,42.46,15,5,1998,nd,75,302.28,301.94,5,1.09,2.42,9,7.33,0.96,-0.78,6,7.2,0.31,15-05-1998,1st signs bleaching mid April with temps at 33c. Early may major bleaching. mid may widespread bleaching temps 31c at 30m,1st signs bleaching mid April with temps at 33c. Early may major bleaching. mid may widespread bleaching temps 31c at 30m,Bleaching percent averaged from code: Severe (>50% Bleached)
6202,3.4833,73.4833,Indian,Maldive Islands,Maldives,Gaafu Dhaalu,Thinadhoo,nd,9070.68,Sheltered,0.0642,42.45,15,5,1998,nd,75,302.21,301.93,5,0.88,2.64,15,9.17,0.69,-0.84,5,7.75,0.3,15-05-1998,Widespread bleaching. Worst on east side where water clarity at greatest.,Widespread bleaching. Worst on east side where water clarity at greatest.,Bleaching percent averaged from code: Severe (>50% Bleached)
6203,5.0167,72.9167,Indian,Maldive Islands,Maldives,Baa Atoll,Hithaadhoo,nd,896.31,Sheltered,0.0596,42.27,15,5,1998,6.5,75,301.98,301.79,5,1.46,3.24,16,7.3,1.18,-0.96,3,5.14,0.37,15-05-1998,extensive bleaching,extensive bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
6204,4.1667,73.5,Indian,Maldive Islands,Maldives,Male Atoll,Male,nd,229.27,Sheltered,0.0796,42.39,15,5,1998,1.15,75,302.07,301.79,5,0.62,2.57,13,6.88,0.43,-0.85,4,6.75,0.35,15-05-1998,100% bleaching of branching and massive corals,100% bleaching of branching and massive corals,Bleaching percent averaged from code: Severe (>50% Bleached)
6205,3.2333,72.9333,Indian,Maldive Islands,Maldives,Faafu Atoll,Feeali,nd,7970.59,Sheltered,0.0807,42.46,15,5,1998,nd,75,302.24,301.94,5,0.71,3.03,10,6.92,0.57,-0.74,5,5.8,0.38,15-05-1998,Widespread bleaching but alleviated slightly by poor water clarity,Widespread bleaching but alleviated slightly by poor water clarity,Bleaching percent averaged from code: Severe (>50% Bleached)
6206,3.8756,72.8433,Indian,Maldive Islands,Maldives,Alif Alif Atoll,Himandhoo,nd,3178,Sheltered,0.0777,42.45,15,5,1998,nd,75,302.12,301.83,5,0.99,2.92,13,10.62,0.85,-0.76,6,9.42,0.34,15-05-1998,Widespread bleaching but alleviated slightly by poor water clarity,Widespread bleaching but alleviated slightly by poor water clarity,Bleaching percent averaged from code: Severe (>50% Bleached)
6206,3.8756,72.8433,Indian,Maldive Islands,Maldives,Alif Alif Atoll,Himandhoo,nd,3178,Sheltered,0.0777,42.45,15,8,1998,nd,75,301.85,301.83,4,0.67,2.92,12,2.34,-0.24,-0.76,5,0,0.34,15-08-1998,Widespread bleaching but alleviated slightly by poor water clarity,Widespread bleaching but alleviated slightly by poor water clarity,Bleaching percent averaged from code: Severe (>50% Bleached)
6207,4.2833,73.4667,Indian,Maldive Islands,Maldives,Male Atoll,Bandos,nd,2894.33,Sheltered,0.0878,42.39,15,5,1998,20,75,302.01,301.79,5,0.73,2.48,16,10.91,0.52,-0.84,4,6.25,0.3,15-05-1998,90% bleaching of scleractinian corals; soft corals; clams and anemones to 20m.,90% bleaching of scleractinian corals; soft corals; clams and anemones to 20m.,Bleaching percent averaged from code: Severe (>50% Bleached)
6220,4.1197,73.4742,Indian,Maldive Islands,Maldives,Male Atoll,Vaadhoo,nd,1887.78,Sheltered,0.0639,42.41,15,7,1998,nd,75,301.52,301.84,7,0.16,2.86,12,6.84,-1.04,-0.89,5,2.8,0.33,15-07-1998,95% bleached,95% bleached,Bleaching percent averaged from code: Severe (>50% Bleached)
6226,3.8171,73.4243,Indian,Maldive Islands,Maldives,Male Atoll,Kaafu Atoll,nd,900.13,Sheltered,0.0497,42.44,15,8,1998,nd,75,301.84,301.91,4,0.98,2.55,13,3.74,-0.13,-0.87,6,1,0.36,15-08-1998,90% coral bleached,90% coral bleached,Bleaching percent averaged from code: Severe (>50% Bleached)
6227,3.9834,73.4262,Indian,Maldive Islands,Maldives,Male Atoll,Kaafu Atoll,nd,7370.86,Sheltered,0.078,42.43,15,8,1998,30,75,301.77,301.84,4,0.41,2.9,19,6.88,-0.72,-0.86,8,1.4,0.33,15-08-1998,severe bleaching; 60-100%bleaching,severe bleaching; 60-100%bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
6228,4.2695,73.0096,Indian,Maldive Islands,Maldives,Alif Alif Atoll,Madivaru Finolhu,nd,928.55,Sheltered,0.0631,42.42,15,8,1998,nd,75,301.89,301.88,4,1.33,3,10,3.96,0.29,-0.84,6,1.23,0.31,15-08-1998,90% coral bleached,90% coral bleached,Bleaching percent averaged from code: Severe (>50% Bleached)
6229,4.42,73.5,Indian,Maldive Islands,Maldives,Male Atoll,Himmafushi,nd,11994.48,Sheltered,0.063,42.35,15,8,1998,nd,75,301.75,301.85,4,0.51,2.6,12,2.47,-0.72,-0.92,4,0,0.33,15-08-1998,90% coral bleached,90% coral bleached,Bleaching percent averaged from code: Severe (>50% Bleached)
6230,4.1697,72.8265,Indian,Maldive Islands,Maldives,Noonu Atoll,Velidhoo,nd,2720.78,Sheltered,0.1052,42.44,15,8,1998,nd,75,301.74,301.84,4,0.65,3.46,15,3.78,0.28,-0.42,10,3.75,0.79,15-08-1998,severe bleaching,severe bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
6293,7.14,171.213,Pacific,Marshall Islands,Marshall Islands,Majuro Atoll,Majuro,nd,1886.88,Sheltered,0.0454,52.67,15,5,1993,nd,75,301.46,301.48,4,-0.37,2.66,1,0,-1.41,-0.91,1,0,0.38,15-05-1993,Paleness of Lobophytum Widespread among species of Acropora No bleaching was evident  among Porites Other coral show no bleaching,Paleness of Lobophytum Widespread among species of Acropora No bleaching was evident  among Porites Other coral show no bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
6297,9.196,167.656,Pacific,Marshall Islands,Marshall Islands,Ralik Archipelago,Kwajalein Atoll,nd,13194.17,Exposed,0.0391,53.37,15,9,2002,nd,75,302.17,301.16,3,0.3,2.92,0,0,0.26,-1.07,0,0,0.23,15-09-2002,Extensive bleaching of the top 8 to10 inches of many species in shallow water.  Bleaching probably was due to a series of very low tides coupled with light winds and periods of heavy rain.,Extensive bleaching of the top 8 to10 inches of many species in shallow water.  Bleaching probably was due to a series of very low tides coupled with light winds and periods of heavy rain.,Bleaching percent averaged from code: Severe (>50% Bleached)
6298,9.339,167.446,Pacific,Marshall Islands,Marshall Islands,Ralik Archipelago,Kwajalein Atoll,nd,2014.77,Sheltered,0.0487,50.79,15,9,2002,nd,75,302.15,301.17,3,0.13,2.48,0,0,0.11,-1.04,0,0,0.31,15-09-2002,Extensive bleaching of the top 8 to10 inches of many species in shallow water.  Bleaching probably was due to a series of very low tides coupled with light winds and periods of heavy rain.,Extensive bleaching of the top 8 to10 inches of many species in shallow water.  Bleaching probably was due to a series of very low tides coupled with light winds and periods of heavy rain.,Bleaching percent averaged from code: Severe (>50% Bleached)
6358,-19.638,63.396,Indian,Mascarene Islands,Mauritius,Rodrigues,nd,nd,5193.24,Exposed,0.0485,44.43,15,3,2002,1,75,300.05,298.42,5,1.24,3.1,1,0,1.15,-2.24,0,0,0.4,15-03-2002,However the reef flat in the north was seriously affected by mass coral mortality in early March 2002; possibly correlating with elevated sea temperatures.,However the reef flat in the north was seriously affected by mass coral mortality in early March 2002; possibly correlating with elevated sea temperatures.,Bleaching percent averaged from code: Severe (>50% Bleached)
6359,-20.2893,57.8164,Indian,Mascarene Islands,Mauritius,Flacq District,Ile des Roches,Grand River South East- 1 GRSE1,2073.45,Sheltered,0.0437,45.54,15,3,2004,nd,75,300.12,298.48,8,0.03,2.78,2,1.32,-0.07,-2.34,1,1.29,0.23,15-03-2004,% bleached = Bleaching Index,% bleached = Bleaching Index,Bleaching percent averaged from code: Severe (>50% Bleached)
6381,-12.8333,45.2167,Indian,Mayotte and Comoros,France,Mayotte,Dembeni,nd,2100.51,Sheltered,0.0934,39.78,15,4,1998,nd,75,301.61,300.69,8,-0.37,3.33,11,7.72,-0.59,-1.72,5,4.92,0.35,15-04-1998,Very high mortality seen on the outer slope.,Very high mortality seen on the outer slope.,Bleaching percent averaged from code: Severe (>50% Bleached)
6381,-12.8333,45.2167,Indian,Mayotte and Comoros,France,Mayotte,Dembeni,nd,2100.51,Sheltered,0.0934,39.78,15,5,1983,12,75,301.36,300.69,4,0.38,3.33,13,4.73,-0.53,-1.72,3,4.34,0.35,15-05-1983,Very high mortality seen on the outer slope.,Very high mortality seen on the outer slope.,Bleaching percent averaged from code: Severe (>50% Bleached)
6381,-12.8333,45.2167,Indian,Mayotte and Comoros,France,Mayotte,Dembeni,nd,2100.51,Sheltered,0.0934,39.78,15,5,1986,nd,75,301.09,300.69,8,0.18,3.33,4,1.99,-0.84,-1.72,1,1.99,0.35,15-05-1986,Very high mortality seen on the outer slope.,Very high mortality seen on the outer slope.,Bleaching percent averaged from code: Severe (>50% Bleached)
6383,-12.7,45.2,Indian,Mayotte and Comoros,France,Mayotte,Koungou,nd,3408.53,Sheltered,0.0876,40.3,15,5,1998,nd,75,300.56,300.78,7,0.48,3.87,10,5.77,-0.51,-1.67,3,4.23,0.37,15-05-1998,80% on outer barrier reef died,80% on outer barrier reef died,Bleaching percent averaged from code: Severe (>50% Bleached)
6493,16,-95,Pacific,Western Mexico and Revillagigedo Islands,Mexico,Oaxaca,Salina Cruz,nd,20574.98,Exposed,0.1684,28.91,15,5,1998,nd,75,302.87,301.22,2,-2.45,3.46,15,5.86,-3.51,-2.06,0,0,0.36,15-05-1998,In spring and summer 1998; when the anti-El Nino event was present in the eastern Pacific; corals remained in good condition in Oaxaca; although surface temperature was noticeably lower than normal; especially in May. However; after high wind intensitie,In spring and summer 1998; when the anti-El Nino event was present in the eastern Pacific; corals remained in good condition in Oaxaca; although surface temperature was noticeably lower than normal; especially in May. However; after high wind intensitie,Bleaching percent averaged from code: Severe (>50% Bleached)
6493,16,-95,Pacific,Western Mexico and Revillagigedo Islands,Mexico,Oaxaca,Salina Cruz,nd,20574.98,Exposed,0.1684,28.91,15,9,1998,nd,75,301.85,301.22,2,-0.97,3.46,16,1.31,-1.74,-2.06,2,1.11,0.36,15-09-1998,In spring and summer 1998; when the anti-El Nino event was present in the eastern Pacific; corals remained in good condition in Oaxaca; although surface temperature was noticeably lower than normal; especially in May. However; after high wind intensitie,In spring and summer 1998; when the anti-El Nino event was present in the eastern Pacific; corals remained in good condition in Oaxaca; although surface temperature was noticeably lower than normal; especially in May. However; after high wind intensitie,Bleaching percent averaged from code: Severe (>50% Bleached)
6555,18.2667,-87.8333,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,nd,245.69,Sheltered,0.0349,52.62,15,9,1998,5,75,262.15,300.83,4,1.41,3.7,5,3.87,1.39,-1.57,1.6,2.99,0.6,15-09-1998,95-100% bleaching,95-100% bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
6556,19.5,-87.3,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Chacmool,nd,13443.32,Exposed,0.0307,50.8,15,9,1998,5,75,302.15,300.9,4,0.77,2.23,1,0,0.77,-1.42,0,0,0.23,15-09-1998,95-100% bleaching,95-100% bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
6557,20.4167,-87.3,Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Akumal,nd,104.11,Sometimes,0.029,81.3,15,9,1998,nd,75,262.15,300.78,4,-0.1,3.66,3,5.7,-0.12,-1.32,1.5,3.04,0.38,15-09-1998,95-100% bleaching,95-100% bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
6567,21.0491,-105.2573,Pacific,Western Mexico and Revillagigedo Islands,Mexico,Nayarit,La Penita de Jaltemba,nd,1070.36,Sometimes,0.239,47.58,15,10,1997,nd,75,301.82,300.98,1,1.21,3.45,17,8.72,0.04,-3.17,5,5.49,0.26,15-10-1997,0.6,0.6,Bleaching percent averaged from code: Severe (>50% Bleached)
6644,-24.6082,35.2685,Indian,South Mozambique coast,Mozambique,Inhambane Province,Inharrime,Etienne's pinnacle site 1,11478.9,Exposed,0.0805,39.49,15,4,2005,nd,75,298.23,298.13,4,0.21,2.52,3,1,-0.9,-2.5,0,0,0.22,15-04-2005,% bleached = Bleaching Index,% bleached = Bleaching Index,Bleaching percent averaged from code: Severe (>50% Bleached)
6649,-23.7777,35.5117,Indian,South Mozambique coast,Mozambique,Inhambane Province,Miramar,The creche,1099.85,Exposed,0.069,39.93,15,4,2005,nd,75,298.49,298.66,4,-0.79,4.66,1,0,-2.08,-2.48,0,0,0.27,15-04-2005,% bleached = Bleaching Index,% bleached = Bleaching Index,Bleaching percent averaged from code: Severe (>50% Bleached)
6650,-25.4363,33.1738,Indian,South Mozambique coast,Mozambique,Maputo Province,Chekeselense,Lagoa pinnacle,7133.71,Exposed,0.0868,40.97,15,4,2005,nd,75,297.37,297.58,4,-0.65,4.95,7,1.04,-2.21,-3.01,2,0,0.25,15-04-2005,% bleached = Bleaching Index,% bleached = Bleaching Index,Bleaching percent averaged from code: Severe (>50% Bleached)
6873,16.94,54.81,Indian,North-west Arabian Sea,Oman,Dhofar Governorate,Mirbat,nd,538.97,Exposed,0.2724,32.81,15,5,1998,nd,75,300.14,298.94,5,2.4,11.86,30,18.95,2.2,-2.79,4,6.15,0.68,15-05-1998,75%-90% stylophora bleached (dominant coral) 50% large porites colonies bleached.,75%-90% stylophora bleached (dominant coral) 50% large porites colonies bleached.,Bleaching percent averaged from code: Severe (>50% Bleached)
6874,16.8,54,Indian,North-west Arabian Sea,Oman,Dhofar Governorate,Raysut,nd,12256.28,Exposed,0.1665,37.59,15,5,1998,nd,75,300.11,299.06,5,1.85,4.4,24,15.36,1.55,-2.9,2,3.45,0.28,15-05-1998,severe bleaching,severe bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
6933,7.752,134.5763,Pacific,Palau,Palau,Ngarchelong,Erengoll,nd,4579.21,Sheltered,0.0632,60.9,15,1,1999,7.5,75,300.78,301.75,9,0.73,3.63,12,2.48,-0.47,-0.54,11,2.4,0.79,15-01-1999,relatively severe and widespread across depths. 53% bleached at 3-5m; 69% bleached at 10-12m,relatively severe and widespread across depths. 53% bleached at 3-5m; 69% bleached at 10-12m,Bleaching percent averaged from code: Severe (>50% Bleached)
6940,7.2143,134.2269,Pacific,Palau,Palau,Ngerukewid,nd,nd,2655.55,Sheltered,0.0624,56.16,15,9,1998,15.24,75,302.27,301.93,4,2.77,3.22,9,18.49,2.35,-0.5,5,11.13,0.77,15-09-1998,75% corals bleached,75% corals bleached,Bleaching percent averaged from code: Severe (>50% Bleached)
