Ocean_Name,Exposure,Percent_Bleaching,Temperature_Mean,Windspeed,TSA,Bleaching_condition
Atlantic,Sheltered,75,300.83,4,1.39,Bleaching percent averaged from code: Severe (>50% Bleached)
Atlantic,Exposed,75,300.9,4,0.77,Bleaching percent averaged from code: Severe (>50% Bleached)
Atlantic,Sometimes,75,300.78,4,-0.12,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sometimes,75,300.98,1,0.04,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Exposed,75,298.13,4,-0.9,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Exposed,75,298.66,4,-2.08,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Exposed,75,297.58,4,-2.21,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Exposed,75,298.94,5,2.2,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Exposed,75,299.06,5,1.55,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,301.75,9,-0.47,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,301.93,4,2.35,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,301.63,3,1.15,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,301.53,2,-1.7,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,301.53,2.89,-1.58,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,301.2,3.11,0.02,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,300.32,2,1.44,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,302.4,3,-0.75,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,301,3,0.74,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,300.33,3,0.13,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,300.94,4,0.5,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,301.55,2,1.8,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,301.58,4,-0.14,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,301.49,4,1.24,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,301.73,5,0.59,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,301.27,4,0.18,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,301.15,4,0.24,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,301.92,4,1.41,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,301.65,4,0.78,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,301.63,5,1.04,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,301.93,4,1.38,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,301.64,4,0.06,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,301.68,8,0.18,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,301.94,5,-0.74,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Exposed,75,298.85,7,-0.1,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,298.84,7,0.38,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Exposed,75,298.88,11,-2.22,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,301.69,5,-0.66,Bleaching percent averaged from code: Severe (>50% Bleached)
Arabian Gulf,Sheltered,75,298.78,2,4.23,Bleaching percent averaged from code: Severe (>50% Bleached)
Red Sea,Sometimes,75,301.16,4,0.36,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Exposed,75,299.87,4,-0.72,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Exposed,75,299.87,4,-0.72,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,300.49,3,0.13,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sometimes,75,301.04,4,1.02,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,300.49,6,2.88,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,299.95,8,0.14,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sometimes,75,299.95,8,0.14,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,301,4,0.07,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,301.53,1,0.71,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,301.43,1,0.56,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,302.22,4,-0.18,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Exposed,75,301.23,2,1.22,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,301.33,2,1.45,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Exposed,75,301.43,2,0.9,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,301.51,2,1.5,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Exposed,75,301.39,6,0.69,Bleaching percent averaged from code: Severe (>50% Bleached)
Atlantic,Exposed,75,300.62,8,-0.74,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,297.68,8,2.42,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Exposed,75,300.28,3,1.29,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,300.28,6,0.17,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,300.28,6,0.17,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Exposed,75,300.38,6,-0.32,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,300.49,7,-0.13,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Exposed,75,300.33,4,-3.02,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Exposed,75,300.61,4,-0.14,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,302.27,4,-1.84,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,302.35,3,-2.2,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,302.35,2,1.06,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,302.35,4,0.98,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,302.35,3,-0.11,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,302.25,3,0.19,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,302.32,2,0.32,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,302.19,3,0.94,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,302.25,3,0.96,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,302.57,3,1.2,Bleaching percent averaged from code: Severe (>50% Bleached)
Indian,Sheltered,75,302.57,3,1.18,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,302.4,4,-0.4,Bleaching percent averaged from code: Severe (>50% Bleached)
Arabian Gulf,Sheltered,75,300.76,3,0.86,Bleaching percent averaged from code: Severe (>50% Bleached)
Arabian Gulf,Sheltered,75,300.93,2,1.23,Bleaching percent averaged from code: Severe (>50% Bleached)
Arabian Gulf,Sheltered,75,300.84,3,0.75,Bleaching percent averaged from code: Severe (>50% Bleached)
Arabian Gulf,Sheltered,75,300.84,2,2.44,Bleaching percent averaged from code: Severe (>50% Bleached)
Arabian Gulf,Sheltered,75,300.65,2,2.84,Bleaching percent averaged from code: Severe (>50% Bleached)
Arabian Gulf,Sheltered,75,300.55,2,2.45,Bleaching percent averaged from code: Severe (>50% Bleached)
Arabian Gulf,Sheltered,75,300.95,2,-0.5,Bleaching percent averaged from code: Severe (>50% Bleached)
Atlantic,Sheltered,75,300.38,4,0.29,Bleaching percent averaged from code: Severe (>50% Bleached)
Atlantic,Sometimes,75,299.88,3,-0.13,Bleaching percent averaged from code: Severe (>50% Bleached)
Atlantic,Sometimes,75,299.77,3,-0.42,Bleaching percent averaged from code: Severe (>50% Bleached)
Atlantic,Exposed,75,299.9,4,-0.62,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,298.92,4,-1,Bleaching percent averaged from code: Severe (>50% Bleached)
Atlantic,Exposed,75,299.87,5,1.68,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,298.28,3,0.26,Bleaching percent averaged from code: Severe (>50% Bleached)
Atlantic,Sometimes,75,299.76,3,-0.47,Bleaching percent averaged from code: Severe (>50% Bleached)
Atlantic,Sheltered,75,300.35,5,0.8,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,75,296.59,7,0.21,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,296.36,6,0.19,Bleaching percent averaged from code: Severe (>50% Bleached)
Atlantic,Sheltered,75,300.37,6,-0.55,Bleaching percent averaged from code: Severe (>50% Bleached)
Atlantic,Exposed,75,300.81,4,0.37,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,300.2,3,1.73,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Exposed,75,300.79,4,-1.43,Bleaching percent averaged from code: Severe (>50% Bleached)
Pacific,Sheltered,30.5,299.18,2,1.37,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,299.2,3,1.7,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,296.45,5,0.26,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,296.67,6,0.01,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,298.58,6,0.33,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,299.42,5,0.18,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,298.45,7,-0.12,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,298.34,7,-0.13,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,298.12,6,-1.06,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,299.46,8,-1.9,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,299.3,8,-0.07,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,299.35,8,-0.04,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,299.49,8,-0.71,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,299.52,8,-0.26,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,299.49,8,-0.82,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,299.45,8,-0.74,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,299.14,4,-0.56,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,301.51,4,-0.14,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,299.24,5,-1.28,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,299.39,5,-2.2,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,299.53,5,-0.98,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,297.55,6,-0.38,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sometimes,30.5,298.55,4,-0.7,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,298.57,4,-0.84,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,298.74,4,-0.77,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,298.74,4,-0.77,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,299.09,4,-2.04,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,299.21,4,-1.73,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,299.22,4,-1.27,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,299.25,4,0.69,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,299.23,5,-1.97,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,299.3,5,-1.73,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,299.34,5,-1.34,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,299.34,5,-1.34,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,299.47,5,-2.11,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,299.52,5,-1.09,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,299.49,5,-1.55,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,299.5,5,-1.79,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,299.96,5,-2.68,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,300.08,5,-1.95,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,299.63,7,-1.19,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Sheltered,30.5,301.95,6,0.02,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Exposed,30.5,300.71,7,-0.35,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sheltered,30.5,299.82,5,-2.51,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sheltered,30.5,299.83,7,-5.93,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,299.91,3,-2.48,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,299.91,6,1.18,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,299.81,6,0.47,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sheltered,30.5,299.82,5,0.13,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sheltered,30.5,299.77,7,-0.96,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sheltered,30.5,299.75,8,-1.02,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sheltered,30.5,299.56,8,-2.33,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Arabian Gulf,Sheltered,30.5,299.45,2,3.15,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,301.55,4,0.62,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sheltered,30.5,301.27,4,0.99,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,301.12,4,1.44,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sheltered,30.5,301.09,4,1.47,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sheltered,30.5,301.03,4,-0.28,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,301.04,4,1.59,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sheltered,30.5,300.96,4,0.31,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sheltered,30.5,301.07,4,0.53,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sheltered,30.5,301.07,4,0.53,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sheltered,30.5,300.91,4,0.9,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,301.11,3,0.04,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,301.12,3,-0.12,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,301.26,3,-0.45,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,301.04,3,-0.16,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,296.05,6,0.62,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,301.09,4,1.19,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,299.99,2,1.62,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,299.99,4,3.09,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,300,4,3.36,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,300.45,1,0.65,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sheltered,30.5,299.77,3,0.43,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sometimes,30.5,301.24,4,-0.16,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,301.4,6,0.43,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sometimes,30.5,301.24,3,0.48,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,301.12,5,-2.35,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,301.13,5,-1.44,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,301.08,5,-1.78,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,301.09,5,-1.68,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,301.12,5,-2.05,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,301.09,5,-1.68,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,301.1,5,-0.97,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,301.1,5,0.28,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,301.06,5,0.07,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,301.07,5,-0.02,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sometimes,30.5,301.14,5,0.55,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sometimes,30.5,301.14,5,0.55,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,300.9,5,0.23,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,300.91,5,0.04,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,300.9,5,0.23,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,300.87,5,0.29,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,300.87,5,-0.11,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sometimes,30.5,300.87,5,0.29,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,300.87,5,0.29,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sometimes,30.5,300.87,5,0.29,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,300.87,5,0.29,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,300.87,5,0.29,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,300.87,5,0.29,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,300.71,5,-0.36,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sometimes,30.5,300.71,5,-0.36,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sometimes,30.5,300.71,5,-0.36,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,301.37,5,0.1,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,297.74,5,3.46,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,297.79,5,3.19,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,297.41,5,3.03,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,297.48,5,1.64,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,297.7,5,3.23,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,296.26,4,1.75,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,296.29,4,2.07,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Red Sea,Sometimes,30.5,302.45,6,0.08,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Red Sea,Sometimes,30.5,302.39,4,0.86,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,301.66,5,-0.06,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,299.83,5,-0.26,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,299.6,5,0.08,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,299.7,5,-1.05,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,299.92,5,-0.96,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,300.17,5,-0.23,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,299.85,3,-2.15,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,300.58,5,-0.54,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,301.17,6,1.02,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,301.04,6,0.87,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Sheltered,30.5,302.01,2,1.37,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Sheltered,30.5,302.01,2,1.37,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Sheltered,30.5,301.95,2,1.6,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Sheltered,30.5,301.94,2,1.79,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Sheltered,30.5,301.89,2,2.09,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Sheltered,30.5,301.7,7,1.11,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Sheltered,30.5,299.06,5,-0.03,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,302.1,2,-0.19,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,302.29,1,0.79,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Exposed,30.5,302.06,3,-0.59,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sometimes,30.5,302.35,3,0.79,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,302.14,2,1.09,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,301.13,3,1.4,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,301.2,7,-0.36,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,297.88,7,-0.97,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,297.5,3,0.74,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sometimes,30.5,296.95,11,1.24,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,297.88,7,0.03,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,297.83,9,-0.29,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Arabian Gulf,Exposed,30.5,297.7,3,-1.47,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Sheltered,30.5,299.23,7,0.56,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Sheltered,30.5,301.56,3,-0.15,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Exposed,30.5,299.63,4,0.87,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Sheltered,30.5,301.41,4,0.73,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Sheltered,30.5,301.03,5,0.84,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Exposed,30.5,299.68,6,1.69,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Pacific,Sheltered,30.5,302.46,2,0.28,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Sheltered,30.5,301.95,5,0.19,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Sheltered,30.5,301.82,4,-0.59,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Sheltered,30.5,298.48,4,0.62,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Exposed,30.5,298.8,4,0.85,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Sheltered,30.5,298.72,7,-2.02,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Sheltered,30.5,298.87,7,-2.11,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Exposed,30.5,298.79,7,-1.82,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Exposed,30.5,298.5,7,-1.83,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Indian,Sheltered,30.5,300.74,8,-0.12,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.83,3,-0.72,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.83,4,-0.82,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.81,4,-1.03,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.81,3,0.25,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.81,6,-2.46,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.81,6,-2.46,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.81,6,-2.46,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Exposed,30.5,300.81,5,-2.42,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
Atlantic,Sometimes,30.5,300.88,6,-3.23,Bleaching percentage averaged from code: Moderate (11-50% Bleached)
